stream,section,date,start,stop,agency,crew,watervis,cloud,wind,weather,survey notes,reddID,clusterID,photoID,WPT,history,change,type,sup,propsup,fish,age,pottemp,PL,PW,TL,TW1,TW2,excavation,cover,covertype,comments
lower,3,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR007,LCL002,20210608_114002,NA,repeat,N,TRUE,1,8,no,2,,53,48,NA,NA,NA,,0,,
lower,3,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR009,LCL004,20210608_114815,NA,repeat,N,TRUE,1,2,no,2,,61,NA,124,93,68,,0,,
lower,3,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR013,LCL004,20210608_114815,NA,repeat,N,test,1,0,no,2,,54,40,82,39,33,,0,,
lower,3,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR020,,20210608_115457,NA,new,NA,TRUE,0,0,no,1,,79,85,109,68,58,"1/3 bucket gravel, eggs found.",0,,
lower,5,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR021,,20210608_121727,NA,new,NA,TRUE,0,0,no,1,,57,64,130,67,61,,0,,
lower,5,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR004,LCL003,20210608_122137,NA,repeat,N,TRUE,1,1,no,2,,69,59,216,86,76,,0,,
lower,5,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR010,LCL003,20210608_122137,NA,repeat,N,test,1,0,no,2,,42,37,64,37,32,,0,,
lower,5,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR011,LCL003,20210608_122137,NA,repeat,N,test,1,1,no,2,,50,36,263,40,37,,0,,
lower,6,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR014,,20210608_123719,NA,repeat,Y,TRUE,0,0,no,2,,63,91,184,64,62,3/4 bucket gravel. Eggs found.,0,,
lower,7,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR005,LCL006,20210608_130828,NA,repeat,N,TRUE,1,6,no,2,,NA,NA,NA,NA,NA,,0,,
lower,7,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR015,LCL006,20210608_130828,NA,repeat,N,TRUE,1,1,no,2,,64,44,262,112,112,,0,,
lower,7,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR022,LCL006,20210608_130828,NA,new,NA,TRUE,1,0,no,1,,54,37,197,124,101,,0,,"Dimensions unclear, potentially scour."
lower,7,2021-06-08,10:39,13:20,UW,"JB, SP, QH",good,7,none,sun,,LR023,,20210608_130828,NA,new,NA,test,0,0,no,1,,48,39,87,44,30,,,,
upper,1,2021-06-09,10:40,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR001,,20210609_104529,NA,repeat,Y,TRUE,0,0,no,2,,66,80,193,68,57,,0,,
upper,1,2021-06-09,10:40,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR002,,20210609_105425,NA,repeat,N,test,0,0,no,2,,52,29,104,47,46,,0,,Small test RL.
upper,1,2021-06-09,10:40,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR006,,20210609_110336,NA,new,NA,test,0,0,no,1,,39,42,59,63,53,,0,,
upper,1,2021-06-09,10:40,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR003,,20210609_110956,NA,repeat,N,test,0,0,no,2,,57,49,68,46,45,,0,,Many scrapes.
upper,1,2021-06-09,10:40,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR004,,20210609_111802,NA,repeat,N,TRUE,0,0,no,2,,70,125,113,104,84,Excavated 1/2 bucket. No eggs. ,0,,Test dig RR
upper,2,2021-06-09,10:40,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR005,,20210609_114253,NA,repeat,N,TRUE,0,0,no,2,,78,88,224,111,81,,0,,
lower,1,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR012,,20210611_104232,NA,repeat,N,TRUE,0,0,no,2,,61,70,97,82,70,,0,,Small test RL.
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR001,LCL001,20210611_105215,NA,repeat,N,TRUE,1,4,no,2,,75,53,NA,NA,NA,,1,bank,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR006,LCL001,20210611_105215,NA,repeat,N,TRUE,1,0,no,2,,64,45,229,76,62,,1,bank,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR008,,20210611_105934,NA,repeat,N,test,0,0,no,2,,46,34,106,28,26,,1,bank,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR002,,20210611_110307,NA,repeat,N,TRUE,0,0,no,2,,72,61,85,51,49,,0,,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR016,LCL005,20210611_110923,NA,repeat,N,TRUE,1,4,no,2,,NA,NA,NA,NA,NA,,0,,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR017,LCL005,20210611_110923,NA,repeat,N,TRUE,1,2,no,2,,44,49,170,47,63,,0,,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR024,LCL005,20210611_110923,NA,new,NA,test,1,0,no,1,,37,30,70,37,25,,0,,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR025,,20210611_111740,NA,new,NA,TRUE,0,0,no,1,,51,98,145,56,63,,0,,
lower,2,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR018,,20210611_112258,NA,repeat,Y,TRUE,0,0,no,2,,NA,NA,307,81,59,,1,tree,Pit obscured by pool.
lower,3,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR003,LCL002,20210611_112826,NA,repeat,N,TRUE,1,10,no,4,,NA,NA,NA,NA,NA,,0,,
lower,3,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR007,LCL002,20210611_112826,NA,repeat,N,TRUE,1,8,no,3,,NA,NA,NA,NA,NA,,0,,
lower,3,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR019,LCL002,20210611_112826,NA,repeat,N,TRUE,1,0,no,2,,62,118,324,95,79,,0,,
lower,3,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR009,LCL004,20210611_113815,NA,repeat,N,TRUE,1,2,no,2,,62,50,145,50,49,,0,,
lower,3,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR013,LCL004,20210611_113815,NA,repeat,N,test,1,0,no,2,,51,36,107,53,55,,0,,
lower,3,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR020,,20210611_114328,NA,repeat,N,TRUE,0,0,no,2,,92,90,98,58,51,,0,,
lower,5,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR021,,20210611_115319,NA,repeat,N,TRUE,0,0,no,2,,64,67,131,76,58,,0,,
lower,5,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR004,LCL003,20210611_115722,NA,repeat,N,TRUE,1,1,no,2,,52,49,149,100,68,,0,,
lower,5,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR010,LCL003,20210611_115722,NA,repeat,N,test,1,0,no,3,,NA,NA,NA,NA,NA,,0,,
lower,5,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR011,LCL003,20210611_115722,NA,repeat,N,test,1,1,no,3,,NA,NA,NA,NA,NA,,0,,
lower,5,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR026,,20210611_120430,NA,new,NA,TRUE,0,0,no,1,,63,67,184,81,71,,0,,
lower,6,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR014,,20210611_121409,NA,repeat,N,TRUE,0,0,no,2,,36,94,206,82,73,,0,,
lower,6,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR027,,20210611_120940,NA,new,NA,test,0,0,no,1,,38,36,99,59,59,,0,,
lower,7,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR005,LCL006,20210611_122345,NA,repeat,N,TRUE,1,8,no,3,,NA,NA,NA,NA,NA,,0,,
lower,7,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR015,LCL006,20210611_122345,NA,repeat,N,TRUE,1,1,no,2,,52,57,234,93,104,,0,,
lower,7,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR022,LCL006,20210611_122345,NA,repeat,N,TRUE,1,0,no,2,,NA,NA,NA,NA,NA,,0,,"Current scoured, margins not defined"
lower,7,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR023,,20210611_122345,NA,repeat,N,test,0,0,no,3,,NA,NA,NA,NA,NA,,,,"Current scoured, margins not defined"
lower,7,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR028,LCL006,20210611_122345,NA,new,NA,test,1,0,no,1,,59,42,119,53,45,,,,
lower,7,2021-06-11,10:52,12:41,UW,"JB, SP, QH",good,0,none,sun,,LR029,,20210611_123507,NA,new,NA,TRUE,0,0,no,1,,70,94,129,54,58,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,Stopped halfway up East Fork,UR007,,20210612_104737,NA,new,NA,TRUE,0,0,no,1,,59,74,NA,NA,NA,,0,,On weir
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR008,,20210612_105205,NA,new,NA,TRUE,0,0,no,1,,31,85,NA,NA,NA,,0,,On weir
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR009,,20210612_105743,NA,new,NA,test,0,0,no,1,,NA,NA,94,56,59,,0,,"Pit not defined, on top of (2020?) redd"
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR010,,20210612_110443,NA,new,NA,TRUE,0,0,no,1,,134,64,196,115,100,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR001,UCL001,20210612_111114,NA,repeat,N,TRUE,1,2,no,2,,76,85,NA,83,79,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR011,UCL001,20210612_111114,NA,new,NA,TRUE,1,0,no,1,,53,65,201,82,75,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR006,,20210612_112557,NA,repeat,N,test,0,0,no,2,,57,59,74,60,52,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR012,,20210612_112557,NA,new,NA,test,0,0,no,1,,66,58,96,51,43,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR003,,20210612_113709,NA,repeat,N,test,0,0,no,2,,79,53,115,58,49,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR013,,20210612_113709,NA,new,NA,test,0,0,no,1,,58,52,86,49,41,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR004,,20210612_114707,NA,repeat,Y,TRUE,0,0,no,2,,90,194,112,181,145,,0,,"Very wide, possibly two redds"
upper,2,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR005,,20210612_115812,NA,repeat,N,TRUE,0,0,no,2,,73,86,197,90,82,,0,,
upper,1,2021-06-12,10:46,12:12,UW,"JB, SP, QH",good,1,none,sun,,UR002,,NA,NA,repeat,N,test,0,0,no,3,,NA,NA,NA,NA,NA,,0,,"Abandoned, no measurements; unclear dimensions"
lower,1,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR012,,20210615_105831,NA,repeat,N,TRUE,0,0,no,2,,84,71,102,66,64,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR001,LCL001,20210615_110403,NA,repeat,N,TRUE,1,4,no,2,,68,50,NA,NA,NA,,1,bank,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR006,LCL001,20210615_110403,NA,repeat,N,TRUE,1,0,no,2,,67,47,225,68,64,,1,bank,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR008,,20210615_110920,NA,repeat,N,test,0,0,no,2,,37,45,129,30,27,,1,bank,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR002,LCL007,20210615_111336,NA,repeat,Y,TRUE,1,1,no,2,,61,56,131,51,62,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR030,LCL007,20210615_111336,NA,new,NA,TRUE,1,0,no,1,,43,89,114,123,82,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR016,LCL005,20210615_112125,NA,repeat,N,TRUE,1,5,no,3,,NA,NA,NA,NA,NA,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR017,LCL005,20210615_112125,NA,repeat,N,TRUE,1,2,no,2,,47,44,199,80,68,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR024,LCL005,20210615_112125,NA,repeat,N,test,1,0,no,2,,51,36,NA,NA,NA,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR031,,20210615_112607,NA,new,NA,TRUE,0,0,no,1,,74,103,132,69,61,"Excavated 1/4 bucket, found eggs",0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR032,,20210615_113707,NA,new,NA,TRUE,0,0,no,1,,41,57,166,72,83,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR025,,20210615_114034,NA,repeat,N,TRUE,0,0,no,2,,38,102,179,62,62,,0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR033,,20210615_114337,NA,new,NA,TRUE,0,0,no,1,,52,83,121,91,86,"Excavated 1 handful, found eggs",0,,
lower,2,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR018,,20210615_114917,NA,repeat,N,TRUE,0,0,no,3,,NA,NA,NA,NA,NA,,1,tree,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR003,LCL002,20210615_115321,NA,repeat,N,TRUE,1,10,no,4,,NA,NA,NA,NA,NA,,0,,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR007,LCL002,20210615_115321,NA,repeat,N,TRUE,1,9,no,4,,NA,NA,NA,NA,NA,,0,,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR019,LCL002,20210615_115321,NA,repeat,Y,TRUE,1,0,no,2,,61,121,289,109,91,,0,,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR009,LCL004,20210615_120251,NA,repeat,N,TRUE,1,10,no,4,,NA,NA,NA,NA,NA,,0,,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR013,LCL004,20210615_120251,NA,repeat,N,test,1,10,no,4,,NA,NA,NA,NA,NA,,0,,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR034,LCL004,20210615_120251,NA,new,NA,TRUE,1,0,no,1,,66,122,223,132,96,"Excavated 3/4 bucket, no eggs",0,,
lower,3,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR020,,20210615_121937,NA,repeat,N,TRUE,0,0,no,2,,91,95,121,69,56,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR021,,20210615_122822,NA,repeat,N,TRUE,0,0,no,2,,59,72,128,62,58,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR004,LCL003,20210615_123525,NA,repeat,N,TRUE,1,1,no,3,,NA,NA,NA,NA,NA,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR010,LCL003,20210615_123525,NA,repeat,N,test,1,0,no,3,,NA,NA,NA,NA,NA,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR011,LCL003,20210615_123525,NA,repeat,N,test,1,1,no,3,,NA,NA,NA,NA,NA,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR026,LCL003,20210615_123525,NA,repeat,Y,TRUE,0,0,no,2,,74,171,270,182,132,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR035,,20210615_124122,NA,new,NA,TRUE,0,0,no,1,,47,57,98,59,57,,0,,
lower,5,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR036,,20210615_124404,NA,new,NA,TRUE,0,0,no,1,,44,52,109,51,42,,0,,
lower,6,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR027,,20210615_124818,NA,repeat,Y,TRUE,0,0,no,2,,80,107,151,85,111,,0,,
lower,6,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR014,LCL008,20210615_125347,NA,repeat,N,TRUE,1,5,no,2,,80,99,NA,NA,NA,,0,,
lower,6,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR037,LCL008,20210615_125347,NA,new,NA,test,1,0,no,1,,40,43,87,52,47,,0,,
lower,6,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR038,LCL008,20210615_125347,NA,new,NA,test,1,1,no,1,,43,32,93,50,38,,0,,
lower,6,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR039,LCL008,20210615_125347,NA,new,NA,test,1,0,no,1,,52,39,62,53,58,,0,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR005,LCL006,20210615_131020,NA,repeat,N,TRUE,1,10,no,4,,NA,NA,NA,NA,NA,,0,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR015,LCL006,20210615_131020,NA,repeat,N,TRUE,1,5,no,3,,NA,NA,NA,NA,NA,,0,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR022,LCL006,20210615_131020,NA,repeat,N,TRUE,1,0,no,2,,NA,NA,NA,NA,NA,,0,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR023,,20210615_131020,NA,repeat,N,test,0,0,no,4,,NA,NA,NA,NA,NA,,,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR028,LCL006,20210615_131020,NA,repeat,N,test,1,0,no,4,,NA,NA,NA,NA,NA,,,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR040,LCL006,20210615_131020,NA,new,NA,TRUE,1,0,yes,1,,NA,NA,133,104,105,,0,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR041,LCL006,20210615_131020,NA,new,NA,test,1,0,yes,1,,56,107,55,135,NA,,0,,
lower,7,2021-06-15,10:58,13:25,UW,"JB, SP, QH",good,0,none,sun,,LR029,,20210615_132045,NA,repeat,Y,TRUE,0,0,no,2,,97,100,130,71,75,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR007,UCL002,20210616_093509,NA,repeat,N,TRUE,1,1,yes,2,,58,62,NA,NA,NA,,0,,On weir
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR014,UCL002,20210616_093509,NA,new,NA,TRUE,1,0,yes,1,,47,66,NA,NA,NA,,0,,weir
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR008,UCL003,20210616_094018,NA,repeat,N,TRUE,1,1,no,2,,NA,NA,NA,NA,NA,,0,,On weir
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR015,UCL003,20210616_094018,NA,new,NA,test,1,0,no,1,,30,26,NA,NA,NA,,0,,weir
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR009,,20210616_094434,NA,repeat,Y,test,0,0,no,2,,44,71,143,66,71,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR001,UCL001,20210616_095322,NA,repeat,N,TRUE,1,4,no,2,,66,73,NA,NA,NA,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR011,UCL001,20210616_095322,NA,repeat,N,TRUE,1,2,no,2,,NA,NA,NA,70,84,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR016,UCL001,20210616_095322,NA,new,NA,test,1,0,no,1,,53,46,46,47,NA,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR010,,20210616_095948,NA,repeat,N,TRUE,0,0,no,2,,95,76,252,NA,NA,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR017,,20210616_100417,NA,new,NA,TRUE,0,0,no,1,,43,63,133,46,42,,1,bank,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR002,,20210616_100923,NA,repeat,N,test,0,0,no,3,,NA,NA,NA,NA,NA,,0,,Many tests in area. 
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR012,,20210616_101421,NA,repeat,N,test,0,0,no,3,,NA,NA,NA,NA,NA,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR006,UCL004,20210616_101421,NA,repeat,Y,TRUE,1,2,no,2,,NA,NA,176,137,91,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR018,UCL004,20210616_101421,NA,new,NA,test,1,0,no,1,,50,49,80,62,50,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR003,,20210616_102122,NA,repeat,N,test,0,0,no,3,,NA,NA,NA,NA,NA,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR013,,20210616_102122,NA,repeat,N,test,0,0,no,3,,NA,NA,NA,NA,NA,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR004,,20210616_102406,NA,repeat,N,TRUE,0,0,no,2,,95,194,115,179,147,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR019,,20210616_103009,NA,new,NA,test,0,0,no,1,,83,66,86,66,67,,0,,
upper,1,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR020,,20210616_103714,NA,new,NA,TRUE,0,0,no,1,,59,55,118,86,89,1/3 bucket gravel. Eggs found.,0,,
upper,2,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR021,,20210616_105522,NA,new,NA,TRUE,0,0,no,1,,69,81,109,68,62,,0,,Small test RR.
upper,2,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR005,,20210616_110001,NA,repeat,N,TRUE,0,0,no,2,,60,91,195,99,85,,0,,
upper,2,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR022,,20210616_110332,NA,new,NA,TRUE,0,0,no,1,,63,90,190,67,57,,0,,
upper,2,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR023,,20210616_110836,NA,new,NA,TRUE,0,0,no,1,,84,84,173,94,89,,0,,Small test RR.
upper,4,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR024,,20210616_112722,NA,new,NA,TRUE,0,0,no,1,,90,69,98,61,57,,0,,
upper,5,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR025,,20210616_113353,NA,new,NA,TRUE,0,0,no,1,,78,71,84,50,51,,0,,
upper,5,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR026,,20210616_114213,NA,new,NA,TRUE,0,0,no,1,,65,70,114,80,64,,0,,
upper,6,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR027,,20210616_114629,NA,new,NA,TRUE,0,0,yes,1,,100,87,110,92,89,,0,,
upper,6,2021-06-16,9:34,11:58,UW,"JB, SP, QH",good,0,none,sun,,UR028,,20210616_115114,NA,new,NA,TRUE,0,0,no,1,,66,58,178,74,66,,0,,
lower,1,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR012,LCL009,20210618_113332,NA,repeat,N,TRUE,1,1,no,2,,60,53,105,67,58,,0,,
lower,1,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR042,LCL009,20210618_113332,NA,new,NA,test,1,0,no,1,,59,37,43,63,NA,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR001,LCL001,20210618_113806,NA,repeat,N,TRUE,1,4,no,2,,NA,NA,NA,NA,NA,,1,bank,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR006,LCL001,20210618_113806,NA,repeat,N,TRUE,1,0,no,2,,NA,NA,NA,NA,NA,,1,bank,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR008,,20210618_113952,NA,repeat,N,test,0,0,no,2,,NA,NA,NA,NA,NA,,1,bank,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR002,LCL007,20210618_114218,NA,repeat,N,TRUE,1,1,no,3,,NA,NA,NA,NA,NA,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR030,LCL007,20210618_114218,NA,repeat,Y,TRUE,1,0,no,2,,53,79,107,99,84,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR031,,20210618_115231,NA,repeat,Y,TRUE,0,0,no,2,,43,103,213,106,99,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR016,LCL005,20210618_114649,NA,repeat,N,TRUE,1,7,no,3,,NA,NA,NA,NA,NA,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR017,LCL005,20210618_114649,NA,repeat,N,TRUE,1,5,no,2,,77,62,NA,NA,NA,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR024,LCL005,20210618_114649,NA,repeat,N,TRUE,1,0,no,2,,71,44,121,75,80,,0,,
lower,2,2021-06-18,11:30,14:10,UW,"JB, SP, QH",good,0,none,sun,,LR043,,20210618_115707,NA,new,NA,test,0,0,no,1,,47,34,135,65,55,,0,,
